building_chain	building_instance	building_or_building_range_start_inclusive	building_range_end_inclusive	building_super_chain	cai_construction_system_category	cai_construction_system_category_group	campaign	culture	faction	sub_culture	per_faction_building_limit_start	per_faction_building_limit_end	per_faction_building_minimum_discount_when_exceeding_limit_start	per_faction_building_maximum_discount_when_exceeding_limit_start	per_faction_building_minimum_discount_when_exceeding_limit_end	per_faction_building_maximum_discount_when_exceeding_limit_end	per_faction_per_building_discount_increment_when_exceeding_limit_start	per_faction_per_building_discount_increment_when_exceeding_limit_end	per_province_building_limit_start	per_province_building_limit_end	per_province_building_minimum_discount_when_exceeding_limit_start	per_province_building_maximum_discount_when_exceeding_limit_start	per_province_building_minimum_discount_when_exceeding_limit_end	per_province_building_maximum_discount_when_exceeding_limit_end	per_province_per_building_discount_increment_when_exceeding_limit_start	per_province_per_building_discount_increment_when_exceeding_limit_end	score_end_inclusive	score_or_score_start_inclusive
		rom_BARBARIAN_port_major_military_2	rom_BARBARIAN_port_major_military_4			cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	350	70
		rom_BARBARIAN_port_minor_1				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	75
		rom_BARBARIAN_port_minor_2	rom_BARBARIAN_port_minor_3			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	750	150
		rom_BARBARIAN_port_minor_2	rom_BARBARIAN_port_minor_3			cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	750	150
		rom_BARBARIAN_port_minor_military_2	rom_BARBARIAN_port_minor_military_3			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	600	200
		rom_BARBARIAN_religious_celtic_1				cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	90
		rom_BARBARIAN_religious_celtic_Andraste_2	rom_BARBARIAN_religious_celtic_Andraste_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	650	130
		rom_BARBARIAN_religious_celtic_Andraste_minor_2	rom_BARBARIAN_religious_celtic_Andraste_minor_3			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	650	130
		rom_BARBARIAN_religious_celtic_Cernunnos_2	rom_BARBARIAN_religious_celtic_Cernunnos_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	450	90
		rom_BARBARIAN_religious_celtic_Cernunnos_2	rom_BARBARIAN_religious_celtic_Cernunnos_4			cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	400	80
		rom_BARBARIAN_religious_celtic_Cernunnos_2	rom_BARBARIAN_religious_celtic_Cernunnos_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	200	40
		rom_BARBARIAN_religious_celtic_Cernunnos_minor_2	rom_BARBARIAN_religious_celtic_Cernunnos_minor_3			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	450	90
		rom_BARBARIAN_religious_celtic_Cernunnos_minor_2	rom_BARBARIAN_religious_celtic_Cernunnos_minor_3			cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	400	80
		rom_BARBARIAN_religious_celtic_Cernunnos_minor_2	rom_BARBARIAN_religious_celtic_Cernunnos_minor_3			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	200	40
		rom_BARBARIAN_religious_celtic_Gobannus_2	rom_BARBARIAN_religious_celtic_Gobannus_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1125	225
		rom_BARBARIAN_religious_celtic_Gobannus_minor_2	rom_BARBARIAN_religious_celtic_Gobannus_minor_3			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1125	225
		rom_BARBARIAN_religious_celtic_Nodens_2	rom_BARBARIAN_religious_celtic_Nodens_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	750	150
		rom_BARBARIAN_religious_celtic_Nodens_minor_2	rom_BARBARIAN_religious_celtic_Nodens_minor_3			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	750	150
		rom_BARBARIAN_religious_celtic_Rosmerta_2	rom_BARBARIAN_religious_celtic_Rosmerta_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1000	200
		rom_BARBARIAN_religious_celtic_Rosmerta_minor_2	rom_BARBARIAN_religious_celtic_Rosmerta_minor_3			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1000	200
		rom_BARBARIAN_religious_celtic_Tuotatis_2	rom_BARBARIAN_religious_celtic_Tuotatis_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	675	120
		rom_BARBARIAN_religious_celtic_Tuotatis_minor_2	rom_BARBARIAN_religious_celtic_Tuotatis_minor_3			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	675	120
		rom_BARBARIAN_religious_celtic_arverni_5				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	375
		rom_BARBARIAN_religious_celtic_arverni_5				cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	800
		rom_BARBARIAN_religious_celtic_minor_1				cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	110
		rom_BARBARIAN_religious_dacian_1				cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	80
		rom_BARBARIAN_religious_dacian_bendis_2	rom_BARBARIAN_religious_dacian_bendis_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	200	40
		rom_BARBARIAN_religious_dacian_bendis_minor_2	rom_BARBARIAN_religious_dacian_bendis_minor_3			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	200	40
		rom_BARBARIAN_religious_dacian_derzelas_2	rom_BARBARIAN_religious_dacian_derzelas_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	200	40
		rom_BARBARIAN_religious_dacian_derzelas_minor_2	rom_BARBARIAN_religious_dacian_derzelas_minor_3			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	200	40
		rom_BARBARIAN_religious_dacian_gebelizis_2	rom_BARBARIAN_religious_dacian_gebelizis_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	200	40
		rom_BARBARIAN_religious_dacian_gebelizis_minor_2	rom_BARBARIAN_religious_dacian_gebelizis_minor_3			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	200	40
		rom_BARBARIAN_religious_dacian_kotys_2	rom_BARBARIAN_religious_dacian_kotys_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	200	40
		rom_BARBARIAN_religious_dacian_kotys_minor_2	rom_BARBARIAN_religious_dacian_kotys_minor_3			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	200	40
		rom_BARBARIAN_religious_dacian_minor_1				cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	80
		rom_BARBARIAN_religious_dacian_pleistoros_2	rom_BARBARIAN_religious_dacian_pleistoros_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	200	40
		rom_BARBARIAN_religious_dacian_pleistoros_minor_2	rom_BARBARIAN_religious_dacian_pleistoros_minor_3			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	200	40
		rom_BARBARIAN_religious_dacian_zalmoxis_2	rom_BARBARIAN_religious_dacian_zalmoxis_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	200	40
		rom_BARBARIAN_religious_dacian_zalmoxis_minor_2	rom_BARBARIAN_religious_dacian_zalmoxis_minor_3			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	200	40
		rom_BARBARIAN_religious_germanic_1				cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	110
		rom_BARBARIAN_religious_germanic_5				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	375
		rom_BARBARIAN_religious_germanic_5				cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	800
		rom_BARBARIAN_religious_germanic_Austro_2	rom_BARBARIAN_religious_germanic_Austro_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	150	30
		rom_BARBARIAN_religious_germanic_Austro_2	rom_BARBARIAN_religious_germanic_Austro_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	75	15
		rom_BARBARIAN_religious_germanic_Austro_minor_2	rom_BARBARIAN_religious_germanic_Austro_minor_3			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	150	30
		rom_BARBARIAN_religious_germanic_Austro_minor_2	rom_BARBARIAN_religious_germanic_Austro_minor_3			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	75	15
		rom_BARBARIAN_religious_germanic_Fraujaz_2	rom_BARBARIAN_religious_germanic_Fraujaz_4			cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	875	175
		rom_BARBARIAN_religious_germanic_Fraujaz_minor_2	rom_BARBARIAN_religious_germanic_Fraujaz_minor_3			cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	875	175
		rom_BARBARIAN_religious_germanic_Frijjo_2	rom_BARBARIAN_religious_germanic_Frijjo_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	250	50
		rom_BARBARIAN_religious_germanic_Frijjo_2	rom_BARBARIAN_religious_germanic_Frijjo_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	850	170
		rom_BARBARIAN_religious_germanic_Frijjo_minor_2	rom_BARBARIAN_religious_germanic_Frijjo_minor_3			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	250	50
		rom_BARBARIAN_religious_germanic_Frijjo_minor_2	rom_BARBARIAN_religious_germanic_Frijjo_minor_3			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	850	170
		rom_BARBARIAN_religious_germanic_Thunaraz_2	rom_BARBARIAN_religious_germanic_Thunaraz_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	225	45
		rom_BARBARIAN_religious_germanic_Thunaraz_2	rom_BARBARIAN_religious_germanic_Thunaraz_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	250	50
		rom_BARBARIAN_religious_germanic_Thunaraz_minor_2	rom_BARBARIAN_religious_germanic_Thunaraz_minor_3			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	225	45
		rom_BARBARIAN_religious_germanic_Thunaraz_minor_2	rom_BARBARIAN_religious_germanic_Thunaraz_minor_3			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	250	50
		rom_BARBARIAN_religious_germanic_Wodanaz_2	rom_BARBARIAN_religious_germanic_Wodanaz_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	500	100
		rom_BARBARIAN_religious_germanic_Wodanaz_minor_2	rom_BARBARIAN_religious_germanic_Wodanaz_minor_3			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	500	100
		rom_BARBARIAN_religious_germanic_minor_1				cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	90
		rom_BARBARIAN_religious_iberian_1				cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	90
		rom_BARBARIAN_religious_iberian_5				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	600
		rom_BARBARIAN_religious_iberian_5				cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	500
		rom_BARBARIAN_religious_iberian_5				cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	800
		rom_BARBARIAN_religious_iberian_Ataegina_2	rom_BARBARIAN_religious_iberian_Ataegina_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	450	90
		rom_BARBARIAN_religious_iberian_Ataegina_2	rom_BARBARIAN_religious_iberian_Ataegina_4			cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	400	80
		rom_BARBARIAN_religious_iberian_Ataegina_minor_2	rom_BARBARIAN_religious_iberian_Ataegina_minor_3			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	450	90
		rom_BARBARIAN_religious_iberian_Ataegina_minor_2	rom_BARBARIAN_religious_iberian_Ataegina_minor_3			cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	400	80
		rom_BARBARIAN_religious_iberian_Bandua_2	rom_BARBARIAN_religious_iberian_Bandua_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	700	140
		rom_BARBARIAN_religious_iberian_Bandua_minor_2	rom_BARBARIAN_religious_iberian_Bandua_minor_3			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	700	140
		rom_BARBARIAN_religious_iberian_Endovelicus_2	rom_BARBARIAN_religious_iberian_Endovelicus_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	650	130
		rom_BARBARIAN_religious_iberian_Endovelicus_minor_2	rom_BARBARIAN_religious_iberian_Endovelicus_minor_3			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	650	130
		rom_BARBARIAN_religious_iberian_Epona_2	rom_BARBARIAN_religious_iberian_Epona_4		cai_category_military_land_cavalry_melee	cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	9000	1800
		rom_BARBARIAN_religious_iberian_Epona_minor_2	rom_BARBARIAN_religious_iberian_Epona_minor_3		cai_category_military_land_cavalry_melee	cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	9000	1800
		rom_BARBARIAN_religious_iberian_Nabia_2	rom_BARBARIAN_religious_iberian_Nabia_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	700	140
		rom_BARBARIAN_religious_iberian_Nabia_minor_2	rom_BARBARIAN_religious_iberian_Nabia_minor_3			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	700	140
		rom_BARBARIAN_religious_iberian_Neto_2	rom_BARBARIAN_religious_iberian_Neto_4			cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1200	240
		rom_BARBARIAN_religious_iberian_Neto_minor_2	rom_BARBARIAN_religious_iberian_Neto_minor_3			cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1200	240
		rom_BARBARIAN_religious_iberian_minor_1				cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	90
		rom_BARBARIAN_religious_illyrian_1				cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	80
		rom_BARBARIAN_religious_illyrian_anzotica_2	rom_BARBARIAN_religious_illyrian_anzotica_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	200	40
		rom_BARBARIAN_religious_illyrian_anzotica_minor_2	rom_BARBARIAN_religious_illyrian_anzotica_minor_3			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	200	40
		rom_BARBARIAN_religious_illyrian_armatus_2	rom_BARBARIAN_religious_illyrian_armatus_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	200	40
		rom_BARBARIAN_religious_illyrian_armatus_minor_2	rom_BARBARIAN_religious_illyrian_armatus_minor_3			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	200	40
		rom_BARBARIAN_religious_illyrian_bindus_2	rom_BARBARIAN_religious_illyrian_bindus_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	200	40
		rom_BARBARIAN_religious_illyrian_bindus_minor_2	rom_BARBARIAN_religious_illyrian_bindus_minor_3			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	200	40
		rom_BARBARIAN_religious_illyrian_medaurus_2	rom_BARBARIAN_religious_illyrian_medaurus_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	200	40
		rom_BARBARIAN_religious_illyrian_medaurus_minor_2	rom_BARBARIAN_religious_illyrian_medaurus_minor_3			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	200	40
		rom_BARBARIAN_religious_illyrian_minor_1				cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	80
		rom_BARBARIAN_religious_illyrian_thana_2	rom_BARBARIAN_religious_illyrian_thana_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	200	40
		rom_BARBARIAN_religious_illyrian_thana_minor_2	rom_BARBARIAN_religious_illyrian_thana_minor_3			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	200	40
		rom_BARBARIAN_religious_illyrian_vidasus_2	rom_BARBARIAN_religious_illyrian_vidasus_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	200	40
		rom_BARBARIAN_religious_illyrian_vidasus_minor_2	rom_BARBARIAN_religious_illyrian_vidasus_minor_3			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	200	40
		rom_BARBARIAN_religious_nomad_1				cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	80
		rom_BARBARIAN_religious_nomad_agin_2	rom_BARBARIAN_religious_nomad_agin_4			cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	750	150
		rom_BARBARIAN_religious_nomad_agin_2	rom_BARBARIAN_religious_nomad_agin_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	650	130
		rom_BARBARIAN_religious_nomad_agin_minor_2	rom_BARBARIAN_religious_nomad_agin_minor_3			cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	450	150
		rom_BARBARIAN_religious_nomad_agin_minor_2	rom_BARBARIAN_religious_nomad_agin_minor_3			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	420	130
		rom_BARBARIAN_religious_nomad_agrimpasa_2	rom_BARBARIAN_religious_nomad_agrimpasa_4			cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	750	150
		rom_BARBARIAN_religious_nomad_agrimpasa_2	rom_BARBARIAN_religious_nomad_agrimpasa_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	650	130
		rom_BARBARIAN_religious_nomad_agrimpasa_minor_2	rom_BARBARIAN_religious_nomad_agrimpasa_minor_3			cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	450	150
		rom_BARBARIAN_religious_nomad_agrimpasa_minor_2	rom_BARBARIAN_religious_nomad_agrimpasa_minor_3			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	420	130
		rom_BARBARIAN_religious_nomad_api_2	rom_BARBARIAN_religious_nomad_api_4			cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	550	110
		rom_BARBARIAN_religious_nomad_api_2	rom_BARBARIAN_religious_nomad_api_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	650	130
		rom_BARBARIAN_religious_nomad_api_minor_2	rom_BARBARIAN_religious_nomad_api_minor_3			cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	330	110
		rom_BARBARIAN_religious_nomad_api_minor_2	rom_BARBARIAN_religious_nomad_api_minor_3			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	420	130
		rom_BARBARIAN_religious_nomad_goitosyros_2	rom_BARBARIAN_religious_nomad_goitosyros_4			cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	750	150
		rom_BARBARIAN_religious_nomad_goitosyros_2	rom_BARBARIAN_religious_nomad_goitosyros_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	650	130
		rom_BARBARIAN_religious_nomad_goitosyros_minor_2	rom_BARBARIAN_religious_nomad_goitosyros_minor_3			cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	450	150
		rom_BARBARIAN_religious_nomad_goitosyros_minor_2	rom_BARBARIAN_religious_nomad_goitosyros_minor_3			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	420	130
		rom_BARBARIAN_religious_nomad_minor_1				cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	80
		rom_BARBARIAN_religious_nomad_papaios_2	rom_BARBARIAN_religious_nomad_papaios_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	750	150
		rom_BARBARIAN_religious_nomad_papaios_2	rom_BARBARIAN_religious_nomad_papaios_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	650	130
		rom_BARBARIAN_religious_nomad_papaios_minor_2	rom_BARBARIAN_religious_nomad_papaios_minor_3			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	450	150
		rom_BARBARIAN_religious_nomad_papaios_minor_2	rom_BARBARIAN_religious_nomad_papaios_minor_3			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	420	130
		rom_BARBARIAN_religious_nomad_tabiti_2	rom_BARBARIAN_religious_nomad_tabiti_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	750	150
		rom_BARBARIAN_religious_nomad_tabiti_2	rom_BARBARIAN_religious_nomad_tabiti_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	650	130
		rom_BARBARIAN_religious_nomad_tabiti_minor_2	rom_BARBARIAN_religious_nomad_tabiti_minor_3			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	450	150
		rom_BARBARIAN_religious_nomad_tabiti_minor_2	rom_BARBARIAN_religious_nomad_tabiti_minor_3			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	420	130
		rom_BARBARIAN_religious_thracian_1				cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	80
		rom_BARBARIAN_religious_thracian_bendis_2	rom_BARBARIAN_religious_thracian_bendis_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	200	40
		rom_BARBARIAN_religious_thracian_bendis_minor_2	rom_BARBARIAN_religious_thracian_bendis_minor_3			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	200	40
		rom_BARBARIAN_religious_thracian_cabeiri_2	rom_BARBARIAN_religious_thracian_cabeiri_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	200	40
		rom_BARBARIAN_religious_thracian_cabeiri_minor_2	rom_BARBARIAN_religious_thracian_cabeiri_minor_3			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	200	40
		rom_BARBARIAN_religious_thracian_dionysus_2	rom_BARBARIAN_religious_thracian_dionysus_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	200	40
		rom_BARBARIAN_religious_thracian_dionysus_minor_2	rom_BARBARIAN_religious_thracian_dionysus_minor_3			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	200	40
		rom_BARBARIAN_religious_thracian_kotys_2	rom_BARBARIAN_religious_thracian_kotys_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	200	40
		rom_BARBARIAN_religious_thracian_kotys_minor_2	rom_BARBARIAN_religious_thracian_kotys_minor_3			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	200	40
		rom_BARBARIAN_religious_thracian_minor_1				cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	80
		rom_BARBARIAN_religious_thracian_sabazios_2	rom_BARBARIAN_religious_thracian_sabazios_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	200	40
		rom_BARBARIAN_religious_thracian_sabazios_minor_2	rom_BARBARIAN_religious_thracian_sabazios_minor_3			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	200	40
		rom_BARBARIAN_religious_thracian_zibelthiurdos_2	rom_BARBARIAN_religious_thracian_zibelthiurdos_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	200	40
		rom_BARBARIAN_religious_thracian_zibelthiurdos_minor_2	rom_BARBARIAN_religious_thracian_zibelthiurdos_minor_3			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	200	40
		rom_BARBARIAN_temple_nomadic_kurgan_field_5				cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	1000
		rom_BARBARIAN_temple_nomadic_kurgan_field_5				cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	800
		rom_BARBARIAN_artisans_major_1				cai_military_land_group		rom_Barbarian			-1	-1	0	0	0	0	0	0	1	1	300	300	200	200	100	100	0	360
		rom_BARBARIAN_artisans_major_bronze_2	rom_BARBARIAN_artisans_major_bronze_4		cai_category_military_land_artillery	cai_military_land_group		rom_Barbarian			-1	-1	0	0	0	0	0	0	1	1	2150	500	2000	450	150	50	2200	550
		rom_BARBARIAN_artisans_major_bronze_2	rom_BARBARIAN_artisans_major_bronze_4		cai_category_military_land_infantry_melee	cai_military_land_group		rom_Barbarian			-1	-1	0	0	0	0	0	0	1	1	11000	2500	10000	2400	1000	100	11500	2600
		rom_BARBARIAN_artisans_major_bronze_2	rom_BARBARIAN_artisans_major_bronze_4		cai_category_military_land_infantry_spearmen	cai_military_land_group		rom_Barbarian			-1	-1	0	0	0	0	0	0	1	1	17500	4200	15000	3500	2500	700	18000	4400
