effect	icon	priority	icon_negative
rom_building_unit_training_morale_melee_inf_global	data/ui/campaign ui/effect_bundles/morale_positive.png	218	data/ui/campaign ui/effect_bundles/morale_negative.png
rom_building_unit_training_morale_ranged_inf	data/ui/campaign ui/effect_bundles/morale_positive.png	219	data/ui/campaign ui/effect_bundles/morale_negative.png
rom_building_wall_defences_enable_arrow_towers	data/ui/campaign ui/effect_bundles/seige_defence.png	0	data/ui/campaign ui/effect_bundles/defence_negative.png
rom_building_wall_defences_enable_scorpio_towers	data/ui/campaign ui/effect_bundles/seige_defence.png	0	data/ui/campaign ui/effect_bundles/defence_negative.png
rom_character_culture_conversion_to_state_culture	data/ui/campaign ui/effect_bundles/religion_positive.png	101	data/ui/campaign ui/effect_bundles/religion_negative.png
rom_character_diplomatic_marriage_relations	data/ui/campaign ui/effect_bundles/diplomacy_positive.png	101	data/ui/campaign ui/effect_bundles/diplomacy_negative.png
rom_character_faction_leader_global_gdp_mod_agriculture_farming	data/ui/campaign ui/effect_bundles/wealth_positive.png	161	data/ui/campaign ui/effect_bundles/wealth_negative.png
rom_character_faction_leader_global_gdp_mod_all	data/ui/campaign ui/effect_bundles/wealth_positive.png	175	data/ui/campaign ui/effect_bundles/wealth_negative.png
rom_character_faction_leader_global_gdp_mod_industry	data/ui/campaign ui/effect_bundles/wealth_positive.png	161	data/ui/campaign ui/effect_bundles/wealth_negative.png
rom_character_faction_leader_global_gdp_mod_trade	data/ui/campaign ui/effect_bundles/wealth_positive.png	175	data/ui/campaign ui/effect_bundles/wealth_negative.png
rom_character_faction_leader_global_morale_mod	data/ui/campaign ui/effect_bundles/morale_positive.png	50	data/ui/campaign ui/effect_bundles/morale_negative.png
rom_character_faction_leader_global_public_order	data/ui/campaign ui/effect_bundles/public_order_positive.png	101	data/ui/campaign ui/effect_bundles/public_order_negative.png
rom_character_faction_leader_global_recruitment_cost_mod	data/ui/campaign ui/effect_bundles/army_negative.png	303	data/ui/campaign ui/effect_bundles/army_positive.png
rom_character_faction_leader_global_tax_level_mod	data/ui/campaign ui/effect_bundles/tax_growth_1.png	1100	data/ui/campaign ui/effect_bundles/tax_growth_negative.png
rom_character_faction_leader_looting_mod	data/ui/campaign ui/effect_bundles/loot_raid_positive.png	101	data/ui/campaign ui/effect_bundles/loot_raid_negative.png
rom_character_faction_leader_mod_construction_costs	data/ui/campaign ui/effect_bundles/construction_negative.png	101	data/ui/campaign ui/effect_bundles/construction_positive.png
rom_character_factionwide_subterfuge_mod	data/ui/campaign ui/effect_bundles/subterfuge_positive.png	101	data/ui/campaign ui/effect_bundles/subterfuge_negative.png
rom_character_food	data/ui/campaign ui/effect_bundles/food_positive.png	13	data/ui/campaign ui/effect_bundles/food_negative.png
rom_character_gravitas_per_turn_mod	data/ui/campaign ui/effect_bundles/character_positive.png	101	data/ui/campaign ui/effect_bundles/character_negative.png
rom_character_political_marriage_loyalty	data/ui/campaign ui/effect_bundles/loyalty_positive.png	101	data/ui/campaign ui/effect_bundles/loyalty_negative.png
rom_character_political_party_loyalty	data/ui/campaign ui/effect_bundles/loyalty_positive.png	199	data/ui/campaign ui/effect_bundles/loyalty_negative.png
rom_character_power_to_ruling_party_per_turn	data/ui/campaign ui/effect_bundles/special_ability.png	101	data/ui/campaign ui/effect_bundles/special_ability.png
rom_character_province_growth	data/ui/campaign ui/effect_bundles/growth_positive.png	30	data/ui/campaign ui/effect_bundles/growth_negative.png
rom_character_province_public_order	data/ui/campaign ui/effect_bundles/public_order_positive.png	101	data/ui/campaign ui/effect_bundles/public_order_negative.png
rom_character_skills_disable	data/ui/campaign ui/effect_bundles/agent_negative.png	101	data/ui/campaign ui/effect_bundles/character_negative.png
rom_deployable_siege_engine_enable_battering_ram_heavy	data/ui/campaign ui/effect_bundles/artillery_positive.png	1101	data/ui/campaign ui/effect_bundles/artillery_negative.png
rom_deployable_siege_engine_enable_battering_ram_light	data/ui/campaign ui/effect_bundles/artillery_positive.png	1102	data/ui/campaign ui/effect_bundles/artillery_negative.png
rom_deployable_siege_engine_enable_battering_ram_medium	data/ui/campaign ui/effect_bundles/artillery_positive.png	1103	data/ui/campaign ui/effect_bundles/artillery_negative.png
rom_deployable_siege_engine_enable_gallery_heavy	data/ui/campaign ui/effect_bundles/artillery_positive.png	1104	data/ui/campaign ui/effect_bundles/artillery_negative.png
rom_deployable_siege_engine_enable_gallery_light	data/ui/campaign ui/effect_bundles/artillery_positive.png	1105	data/ui/campaign ui/effect_bundles/artillery_negative.png
rom_deployable_siege_engine_enable_gallery_medium	data/ui/campaign ui/effect_bundles/artillery_positive.png	1106	data/ui/campaign ui/effect_bundles/artillery_negative.png
rom_deployable_siege_engine_enable_siege_ladder_15m	data/ui/campaign ui/effect_bundles/artillery_positive.png	1107	data/ui/campaign ui/effect_bundles/artillery_negative.png
rom_deployable_siege_engine_enable_siege_ladder_8m	data/ui/campaign ui/effect_bundles/artillery_positive.png	1108	data/ui/campaign ui/effect_bundles/artillery_negative.png
rom_deployable_siege_engine_enable_siege_tower_15m_heavy	data/ui/campaign ui/effect_bundles/artillery_positive.png	1109	data/ui/campaign ui/effect_bundles/artillery_negative.png
rom_deployable_siege_engine_enable_siege_tower_15m_light	data/ui/campaign ui/effect_bundles/artillery_positive.png	1110	data/ui/campaign ui/effect_bundles/artillery_negative.png
rom_deployable_siege_engine_enable_siege_tower_15m_medium	data/ui/campaign ui/effect_bundles/artillery_positive.png	1111	data/ui/campaign ui/effect_bundles/artillery_negative.png
rom_deployable_siege_engine_enable_siege_tower_8m_heavy	data/ui/campaign ui/effect_bundles/artillery_positive.png	1112	data/ui/campaign ui/effect_bundles/artillery_negative.png
rom_deployable_siege_engine_enable_siege_tower_8m_light	data/ui/campaign ui/effect_bundles/artillery_positive.png	1113	data/ui/campaign ui/effect_bundles/artillery_negative.png
rom_deployable_siege_engine_enable_siege_tower_8m_medium	data/ui/campaign ui/effect_bundles/artillery_positive.png	1114	data/ui/campaign ui/effect_bundles/artillery_negative.png
rom_deployable_siege_engine_number_battering_ram_heavy	data/ui/campaign ui/effect_bundles/artillery_positive.png	0	data/ui/campaign ui/effect_bundles/artillery_negative.png
rom_deployable_siege_engine_number_battering_ram_light	data/ui/campaign ui/effect_bundles/artillery_positive.png	0	data/ui/campaign ui/effect_bundles/artillery_negative.png
rom_deployable_siege_engine_number_battering_ram_medium	data/ui/campaign ui/effect_bundles/artillery_positive.png	0	data/ui/campaign ui/effect_bundles/artillery_negative.png
rom_deployable_siege_engine_number_gallery_heavy	data/ui/campaign ui/effect_bundles/artillery_positive.png	0	data/ui/campaign ui/effect_bundles/artillery_negative.png
rom_deployable_siege_engine_number_gallery_light	data/ui/campaign ui/effect_bundles/artillery_positive.png	0	data/ui/campaign ui/effect_bundles/artillery_negative.png
rom_deployable_siege_engine_number_gallery_medium	data/ui/campaign ui/effect_bundles/artillery_positive.png	0	data/ui/campaign ui/effect_bundles/artillery_negative.png
rom_deployable_siege_engine_number_siege_ladder_15m	data/ui/campaign ui/effect_bundles/artillery_positive.png	0	data/ui/campaign ui/effect_bundles/artillery_negative.png
rom_deployable_siege_engine_number_siege_ladder_8m	data/ui/campaign ui/effect_bundles/artillery_positive.png	0	data/ui/campaign ui/effect_bundles/artillery_negative.png
rom_deployable_siege_engine_number_siege_tower_15m_heavy	data/ui/campaign ui/effect_bundles/artillery_positive.png	0	data/ui/campaign ui/effect_bundles/artillery_negative.png
rom_deployable_siege_engine_number_siege_tower_15m_light	data/ui/campaign ui/effect_bundles/artillery_positive.png	0	data/ui/campaign ui/effect_bundles/artillery_negative.png
rom_deployable_siege_engine_number_siege_tower_15m_medium	data/ui/campaign ui/effect_bundles/artillery_positive.png	0	data/ui/campaign ui/effect_bundles/artillery_negative.png
rom_deployable_siege_engine_number_siege_tower_8m_heavy	data/ui/campaign ui/effect_bundles/artillery_positive.png	0	data/ui/campaign ui/effect_bundles/artillery_negative.png
rom_deployable_siege_engine_number_siege_tower_8m_light	data/ui/campaign ui/effect_bundles/artillery_positive.png	0	data/ui/campaign ui/effect_bundles/artillery_negative.png
rom_deployable_siege_engine_number_siege_tower_8m_medium	data/ui/campaign ui/effect_bundles/artillery_positive.png	0	data/ui/campaign ui/effect_bundles/artillery_negative.png
rom_deployable_siege_engine_number_tortoise	data/ui/campaign ui/effect_bundles/artillery_positive.png	0	data/ui/campaign ui/effect_bundles/artillery_negative.png
rom_diplomacy_all	data/ui/campaign ui/effect_bundles/diplomacy_positive.png	101	data/ui/campaign ui/effect_bundles/diplomacy_negative.png
rom_event_political_party_loyalty	data/ui/campaign ui/effect_bundles/loyalty_positive.png	100	data/ui/campaign ui/effect_bundles/loyalty_negative.png
rom_faction_diplomacy_hellenic_negative_moderate	data/ui/campaign ui/effect_bundles/diplomacy_positive.png	101	data/ui/campaign ui/effect_bundles/diplomacy_negative.png
rom_faction_diplomacy_hellenic_positive_moderate	data/ui/campaign ui/effect_bundles/diplomacy_positive.png	101	data/ui/campaign ui/effect_bundles/diplomacy_negative.png
rom_faction_diplomacy_negative_minor	data/ui/campaign ui/effect_bundles/diplomacy_positive.png	101	data/ui/campaign ui/effect_bundles/diplomacy_negative.png
rom_faction_diplomacy_negative_moderate	data/ui/campaign ui/effect_bundles/diplomacy_positive.png	101	data/ui/campaign ui/effect_bundles/diplomacy_negative.png
rom_faction_diplomacy_positive_minor	data/ui/campaign ui/effect_bundles/diplomacy_positive.png	101	data/ui/campaign ui/effect_bundles/diplomacy_negative.png
rom_faction_diplomacy_positive_moderate	data/ui/campaign ui/effect_bundles/diplomacy_positive.png	101	data/ui/campaign ui/effect_bundles/diplomacy_negative.png
rom_faction_gdp_mod_major_settlements	data/ui/campaign ui/effect_bundles/wealth_positive.png	101	data/ui/campaign ui/effect_bundles/wealth_negative.png
rom_faction_increase_imperium	data/ui/campaign ui/effect_bundles/faction_leader_positive.png	50	data/ui/campaign ui/effect_bundles/faction_leader_negative.png
rom_faction_mercenary_faction_pool_cap_mod	data/ui/campaign ui/effect_bundles/military_positive.png	102	data/ui/campaign ui/effect_bundles/military_negative.png
rom_faction_mercenary_faction_unit_exp_bonus	data/ui/campaign ui/effect_bundles/experience_positive.png	102	data/ui/campaign ui/effect_bundles/experience_negative.png
rom_faction_mercenary_levy_unit_cost_mod	data/ui/campaign ui/effect_bundles/military_spending_negative.png	102	data/ui/campaign ui/effect_bundles/military_spending_positive.png
rom_faction_mercenary_levy_unit_upkeep_mod	data/ui/campaign ui/effect_bundles/military_spending_negative.png	102	data/ui/campaign ui/effect_bundles/military_spending_positive.png
rom_faction_mercenary_levy_units_per_region_mod	data/ui/campaign ui/effect_bundles/military_positive.png	102	data/ui/campaign ui/effect_bundles/military_negative.png
rom_faction_political_party_loyalty	data/ui/campaign ui/effect_bundles/loyalty_positive.png	100	data/ui/campaign ui/effect_bundles/loyalty_negative.png
rom_faction_province_attribute_authority_unseen	data/ui/campaign ui/effect_bundles/authority_positive.png	0	data/ui/campaign ui/effect_bundles/authority_negative.png
rom_faction_province_attribute_subterfuge_unseen	data/ui/campaign ui/effect_bundles/subterfuge_positive.png	0	data/ui/campaign ui/effect_bundles/subterfuge_negative.png
rom_faction_province_attribute_zeal_unseen	data/ui/campaign ui/effect_bundles/zeal_positive.png	0	data/ui/campaign ui/effect_bundles/zeal_negative.png
rom_faction_province_overpopulation_squalor	data/ui/campaign ui/effect_bundles/public_order_positive.png	20	data/ui/campaign ui/effect_bundles/public_order_negative.png
rom_faction_public_order_cultural_modifier	data/ui/campaign ui/effect_bundles/public_order_positive.png	101	data/ui/campaign ui/effect_bundles/public_order_negative.png
rom_faction_public_order_cultural_modifier_hellenic	data/ui/campaign ui/effect_bundles/public_order_positive.png	101	data/ui/campaign ui/effect_bundles/public_order_negative.png
rom_faction_public_order_difficulty_level	data/ui/campaign ui/effect_bundles/public_order_positive.png	101	data/ui/campaign ui/effect_bundles/public_order_negative.png
rom_faction_public_order_events	data/ui/campaign ui/effect_bundles/public_order_positive.png	101	data/ui/campaign ui/effect_bundles/public_order_negative.png
rom_faction_public_order_foreign_culture_penalty	data/ui/campaign ui/effect_bundles/public_order_negative.png	100	data/ui/campaign ui/effect_bundles/public_order_positive.png
rom_faction_public_order_hidden	data/ui/campaign ui/effect_bundles/public_order_positive.png	101	data/ui/campaign ui/effect_bundles/public_order_negative.png
rom_faction_recruitment_capacity_home_region	data/ui/campaign ui/effect_bundles/army_positive.png	270	data/ui/campaign ui/effect_bundles/army_negative.png
rom_faction_trait_african_core_agriculture	data/ui/campaign ui/effect_bundles/wealth_positive.png	102	data/ui/campaign ui/effect_bundles/wealth_positive.png
rom_faction_trait_african_core_desert_warriors	data/ui/campaign ui/effect_bundles/military_positive.png	101	data/ui/campaign ui/effect_bundles/military_positive.png
rom_faction_trait_arabian_core_desert_warriors	data/ui/campaign ui/effect_bundles/military_positive.png	101	data/ui/campaign ui/effect_bundles/military_positive.png
rom_faction_trait_arabian_core_trade	data/ui/campaign ui/effect_bundles/trade_positive.png	102	data/ui/campaign ui/effect_bundles/trade_positive.png
rom_faction_trait_ardiaei_experts_sea	data/ui/campaign ui/effect_bundles/navy_positive.png	103	data/ui/campaign ui/effect_bundles/navy_negative.png
rom_faction_trait_ardiaei_neglected_land	data/ui/campaign ui/effect_bundles/wealth_negative.png	103	data/ui/campaign ui/effect_bundles/wealth_negative.png
rom_faction_trait_ardiaei_pirates	data/ui/campaign ui/effect_bundles/loot_raid_positive.png	101	data/ui/campaign ui/effect_bundles/loot_raid_negative.png
rom_faction_trait_black_sea_cimmeria_fertile_lands	data/ui/campaign ui/effect_bundles/wealth_positive.png	101	data/ui/campaign ui/effect_bundles/wealth_negative.png
